Age,Gender,Education,Skills,Interests,Job_Title,Industry,Salary_Range,Growth_Rate
23,Male,PhD,"Python, Java, Management, Design",Finance,Data Scientist,Tech,$90k–$140k,0.08
59,Other,PhD,"Java, Data Analysis, Management, Design",Finance,Data Scientist,Tech,$90k–$140k,0.08
41,Other,Master’s,"Python, Java",Finance,Graphic Designer,Creative,$40k–$60k,0.03
21,Other,PhD,"Communication, Python, Java","Art, Finance",Software Engineer,Tech,$80k–$120k,0.07
25,Female,Master’s,"Design, Management, Python, Java","Education, Finance, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
52,Other,Bachelor’s,"Python, Management, Java",Finance,Software Engineer,Tech,$80k–$120k,0.07
30,Female,Master’s,"Design, Management, Communication","Education, Technology",Data Scientist,Tech,$90k–$140k,0.08
41,Male,Master’s,"Data Analysis, Python, Design","Education, Finance, Art",Software Engineer,Tech,$80k–$120k,0.07
50,Male,High School,"Communication, Python","Technology, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
27,Male,Master’s,"Design, Python, Management","Art, Finance, Technology",Software Engineer,Tech,$80k–$120k,0.07
28,Female,Bachelor’s,"Design, Management, Java, Communication","Finance, Technology, Education",Data Scientist,Tech,$90k–$140k,0.08
34,Male,High School,"Management, Java, Python",Finance,Graphic Designer,Creative,$40k–$60k,0.03
25,Female,High School,"Java, Communication, Python","Technology, Healthcare, Education",Data Scientist,Tech,$90k–$140k,0.08
50,Other,Master’s,"Management, Data Analysis, Communication, Python","Education, Art",Graphic Designer,Creative,$40k–$60k,0.03
35,Male,Bachelor’s,"Java, Management, Python",Education,Graphic Designer,Creative,$40k–$60k,0.03
44,Other,Master’s,"Python, Data Analysis, Communication, Management",Technology,Graphic Designer,Creative,$40k–$60k,0.03
25,Male,PhD,"Communication, Python, Design, Java","Healthcare, Art, Technology",Software Engineer,Tech,$80k–$120k,0.07
62,Other,PhD,"Communication, Management, Python, Java","Art, Healthcare, Education",Graphic Designer,Creative,$40k–$60k,0.03
23,Male,Bachelor’s,"Data Analysis, Management, Design","Technology, Education",Software Engineer,Tech,$80k–$120k,0.07
21,Other,High School,"Python, Management, Communication","Healthcare, Technology, Art",Graphic Designer,Creative,$40k–$60k,0.03
39,Other,Master’s,"Management, Communication, Java, Data Analysis",Technology,Software Engineer,Tech,$80k–$120k,0.07
30,Male,High School,"Management, Design, Python, Data Analysis","Healthcare, Finance",Software Engineer,Tech,$80k–$120k,0.07
43,Other,Bachelor’s,"Java, Design, Communication","Art, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
28,Other,PhD,"Data Analysis, Java, Design, Python",Education,Software Engineer,Tech,$80k–$120k,0.07
38,Other,High School,"Design, Communication",Education,Graphic Designer,Creative,$40k–$60k,0.03
44,Female,High School,"Java, Data Analysis, Communication","Art, Healthcare, Finance",Data Scientist,Tech,$90k–$140k,0.08
19,Male,PhD,"Java, Communication, Design",Healthcare,Graphic Designer,Creative,$40k–$60k,0.03
30,Female,Bachelor’s,"Python, Communication, Data Analysis","Finance, Technology, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
53,Female,Bachelor’s,"Design, Java, Communication, Python","Technology, Healthcare, Education",Data Scientist,Tech,$90k–$140k,0.08
36,Female,Bachelor’s,"Python, Data Analysis, Management","Healthcare, Education",Software Engineer,Tech,$80k–$120k,0.07
52,Male,High School,"Java, Communication, Management, Design",Education,Graphic Designer,Creative,$40k–$60k,0.03
21,Female,Bachelor’s,"Data Analysis, Java, Python, Design","Education, Healthcare, Technology",Graphic Designer,Creative,$40k–$60k,0.03
46,Other,High School,"Data Analysis, Java, Python, Communication","Art, Technology",Software Engineer,Tech,$80k–$120k,0.07
64,Other,PhD,"Python, Management",Healthcare,Software Engineer,Tech,$80k–$120k,0.07
39,Other,PhD,"Data Analysis, Communication, Python","Education, Healthcare",Software Engineer,Tech,$80k–$120k,0.07
18,Female,PhD,"Java, Management, Design","Education, Technology",Data Scientist,Tech,$90k–$140k,0.08
37,Female,PhD,"Management, Communication, Data Analysis","Education, Art",Data Scientist,Tech,$90k–$140k,0.08
35,Male,Master’s,"Communication, Data Analysis","Technology, Art, Education",Software Engineer,Tech,$80k–$120k,0.07
24,Male,Bachelor’s,"Java, Python","Finance, Technology",Software Engineer,Tech,$80k–$120k,0.07
26,Male,Bachelor’s,"Python, Design","Technology, Finance",Software Engineer,Tech,$80k–$120k,0.07
21,Female,Master’s,"Python, Design, Java","Healthcare, Art, Technology",Software Engineer,Tech,$80k–$120k,0.07
63,Male,PhD,"Design, Communication","Art, Healthcare",Software Engineer,Tech,$80k–$120k,0.07
35,Female,Master’s,"Python, Communication, Data Analysis, Java",Finance,Software Engineer,Tech,$80k–$120k,0.07
21,Female,High School,"Python, Data Analysis, Java","Technology, Education",Graphic Designer,Creative,$40k–$60k,0.03
61,Other,High School,"Communication, Data Analysis","Education, Healthcare",Data Scientist,Tech,$90k–$140k,0.08
40,Other,Bachelor’s,"Design, Python, Java, Communication","Education, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
36,Male,Master’s,"Data Analysis, Design, Python, Management","Healthcare, Education",Software Engineer,Tech,$80k–$120k,0.07
25,Other,Master’s,"Design, Communication, Data Analysis",Healthcare,Data Scientist,Tech,$90k–$140k,0.08
38,Male,Bachelor’s,"Python, Communication, Management","Healthcare, Education",Graphic Designer,Creative,$40k–$60k,0.03
61,Male,High School,"Design, Data Analysis",Technology,Graphic Designer,Creative,$40k–$60k,0.03
64,Male,Master’s,"Management, Communication",Healthcare,Software Engineer,Tech,$80k–$120k,0.07
40,Male,PhD,"Data Analysis, Design",Education,Software Engineer,Tech,$80k–$120k,0.07
43,Other,High School,"Python, Communication, Design","Technology, Education, Art",Software Engineer,Tech,$80k–$120k,0.07
39,Other,Bachelor’s,"Design, Data Analysis, Communication, Management","Healthcare, Education, Technology",Software Engineer,Tech,$80k–$120k,0.07
50,Female,Bachelor’s,"Python, Design, Java, Data Analysis","Healthcare, Technology",Software Engineer,Tech,$80k–$120k,0.07
45,Female,High School,"Design, Communication, Python",Education,Data Scientist,Tech,$90k–$140k,0.08
64,Female,Master’s,"Design, Management, Python, Communication",Technology,Data Scientist,Tech,$90k–$140k,0.08
45,Other,PhD,"Python, Java","Education, Technology, Art",Software Engineer,Tech,$80k–$120k,0.07
57,Other,Master’s,"Python, Design",Technology,Graphic Designer,Creative,$40k–$60k,0.03
55,Other,High School,"Communication, Java",Technology,Software Engineer,Tech,$80k–$120k,0.07
29,Male,PhD,"Python, Communication, Management, Design","Healthcare, Education, Technology",Data Scientist,Tech,$90k–$140k,0.08
22,Female,Bachelor’s,"Management, Data Analysis, Design","Finance, Art",Graphic Designer,Creative,$40k–$60k,0.03
38,Female,High School,"Design, Data Analysis, Java","Art, Technology",Software Engineer,Tech,$80k–$120k,0.07
56,Male,Master’s,"Data Analysis, Java, Management, Design","Finance, Education, Art",Data Scientist,Tech,$90k–$140k,0.08
31,Female,Bachelor’s,"Management, Data Analysis, Java","Art, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
29,Other,PhD,"Python, Communication, Java","Art, Technology",Data Scientist,Tech,$90k–$140k,0.08
26,Other,Master’s,"Java, Communication, Data Analysis","Education, Healthcare, Finance",Data Scientist,Tech,$90k–$140k,0.08
29,Other,High School,"Data Analysis, Design, Management, Java","Education, Healthcare",Data Scientist,Tech,$90k–$140k,0.08
45,Female,PhD,"Python, Java, Design","Finance, Technology, Art",Software Engineer,Tech,$80k–$120k,0.07
37,Male,Master’s,"Data Analysis, Design, Management, Python","Finance, Art, Technology",Software Engineer,Tech,$80k–$120k,0.07
22,Female,PhD,"Design, Management, Data Analysis, Python","Technology, Healthcare, Art",Software Engineer,Tech,$80k–$120k,0.07
39,Female,PhD,"Management, Communication","Healthcare, Art",Data Scientist,Tech,$90k–$140k,0.08
24,Male,Bachelor’s,"Design, Management, Data Analysis, Communication","Art, Education, Finance",Graphic Designer,Creative,$40k–$60k,0.03
22,Male,High School,"Python, Design","Technology, Art, Education",Data Scientist,Tech,$90k–$140k,0.08
31,Female,PhD,"Data Analysis, Java","Education, Finance, Technology",Graphic Designer,Creative,$40k–$60k,0.03
54,Female,PhD,"Java, Management","Education, Technology",Software Engineer,Tech,$80k–$120k,0.07
26,Male,High School,"Management, Python",Healthcare,Software Engineer,Tech,$80k–$120k,0.07
48,Male,High School,"Management, Design","Healthcare, Finance, Technology",Graphic Designer,Creative,$40k–$60k,0.03
40,Other,PhD,"Data Analysis, Python, Management, Design","Technology, Education, Art",Software Engineer,Tech,$80k–$120k,0.07
38,Other,PhD,"Design, Management, Java",Art,Software Engineer,Tech,$80k–$120k,0.07
61,Male,Bachelor’s,"Management, Communication, Java, Data Analysis",Finance,Data Scientist,Tech,$90k–$140k,0.08
37,Female,PhD,"Data Analysis, Java","Education, Healthcare",Data Scientist,Tech,$90k–$140k,0.08
26,Female,PhD,"Management, Data Analysis, Communication, Python","Healthcare, Finance",Data Scientist,Tech,$90k–$140k,0.08
27,Other,High School,"Design, Communication, Data Analysis",Technology,Data Scientist,Tech,$90k–$140k,0.08
24,Male,Master’s,"Communication, Python, Java, Data Analysis","Finance, Art",Graphic Designer,Creative,$40k–$60k,0.03
60,Other,Master’s,"Communication, Management, Python",Healthcare,Data Scientist,Tech,$90k–$140k,0.08
57,Other,PhD,"Design, Python","Healthcare, Education",Software Engineer,Tech,$80k–$120k,0.07
33,Other,High School,"Python, Communication, Management, Data Analysis","Healthcare, Education",Data Scientist,Tech,$90k–$140k,0.08
42,Male,Bachelor’s,"Design, Communication","Art, Technology, Finance",Graphic Designer,Creative,$40k–$60k,0.03
63,Male,PhD,"Communication, Data Analysis, Design, Java","Education, Finance",Data Scientist,Tech,$90k–$140k,0.08
62,Male,Master’s,"Management, Data Analysis, Design",Art,Data Scientist,Tech,$90k–$140k,0.08
57,Female,PhD,"Design, Management",Healthcare,Software Engineer,Tech,$80k–$120k,0.07
18,Other,High School,"Management, Python, Communication, Design","Education, Technology, Art",Graphic Designer,Creative,$40k–$60k,0.03
52,Female,Master’s,"Communication, Design, Data Analysis","Technology, Healthcare, Education",Data Scientist,Tech,$90k–$140k,0.08
25,Other,High School,"Communication, Python",Education,Software Engineer,Tech,$80k–$120k,0.07
36,Female,Master’s,"Java, Communication, Data Analysis, Management","Art, Technology, Education",Software Engineer,Tech,$80k–$120k,0.07
62,Male,Bachelor’s,"Communication, Design","Art, Healthcare",Data Scientist,Tech,$90k–$140k,0.08
26,Male,High School,"Python, Communication, Java, Management","Healthcare, Art",Data Scientist,Tech,$90k–$140k,0.08
25,Male,High School,"Management, Data Analysis, Java",Art,Graphic Designer,Creative,$40k–$60k,0.03
20,Female,PhD,"Java, Data Analysis, Management","Education, Healthcare, Finance",Graphic Designer,Creative,$40k–$60k,0.03
56,Other,PhD,"Java, Communication, Management",Healthcare,Software Engineer,Tech,$80k–$120k,0.07
33,Male,High School,"Java, Communication",Healthcare,Graphic Designer,Creative,$40k–$60k,0.03
65,Male,PhD,"Python, Data Analysis","Healthcare, Art",Data Scientist,Tech,$90k–$140k,0.08
41,Male,PhD,"Data Analysis, Python, Design, Java","Education, Art",Software Engineer,Tech,$80k–$120k,0.07
44,Other,PhD,"Data Analysis, Communication","Healthcare, Finance",Software Engineer,Tech,$80k–$120k,0.07
18,Female,High School,"Design, Python","Healthcare, Education",Data Scientist,Tech,$90k–$140k,0.08
34,Male,High School,"Python, Data Analysis, Management, Design","Finance, Technology",Graphic Designer,Creative,$40k–$60k,0.03
18,Male,Bachelor’s,"Java, Python, Data Analysis","Finance, Education, Art",Graphic Designer,Creative,$40k–$60k,0.03
23,Other,High School,"Java, Communication, Management",Finance,Graphic Designer,Creative,$40k–$60k,0.03
61,Male,Master’s,"Data Analysis, Java",Technology,Graphic Designer,Creative,$40k–$60k,0.03
61,Male,PhD,"Communication, Design, Management, Python","Finance, Technology",Graphic Designer,Creative,$40k–$60k,0.03
65,Other,Master’s,"Data Analysis, Communication, Management",Healthcare,Graphic Designer,Creative,$40k–$60k,0.03
62,Other,Bachelor’s,"Management, Data Analysis, Design","Healthcare, Art",Graphic Designer,Creative,$40k–$60k,0.03
31,Other,Master’s,"Data Analysis, Communication",Education,Software Engineer,Tech,$80k–$120k,0.07
51,Male,High School,"Data Analysis, Communication","Education, Art, Finance",Software Engineer,Tech,$80k–$120k,0.07
59,Other,PhD,"Data Analysis, Management",Technology,Software Engineer,Tech,$80k–$120k,0.07
37,Other,Bachelor’s,"Data Analysis, Python, Communication, Java","Education, Healthcare",Software Engineer,Tech,$80k–$120k,0.07
35,Male,High School,"Java, Design, Data Analysis, Management","Art, Education",Graphic Designer,Creative,$40k–$60k,0.03
36,Female,Bachelor’s,"Communication, Java, Python, Design",Art,Data Scientist,Tech,$90k–$140k,0.08
55,Female,High School,"Communication, Java","Art, Technology",Software Engineer,Tech,$80k–$120k,0.07
29,Male,Master’s,"Java, Data Analysis","Technology, Art",Software Engineer,Tech,$80k–$120k,0.07
22,Other,High School,"Java, Communication, Python","Art, Education, Finance",Graphic Designer,Creative,$40k–$60k,0.03
41,Female,Bachelor’s,"Data Analysis, Python, Design","Healthcare, Art",Data Scientist,Tech,$90k–$140k,0.08
38,Female,Master’s,"Data Analysis, Design, Python, Communication",Healthcare,Data Scientist,Tech,$90k–$140k,0.08
19,Male,High School,"Design, Python, Communication","Education, Art",Software Engineer,Tech,$80k–$120k,0.07
24,Male,PhD,"Java, Python, Communication","Education, Technology, Finance",Software Engineer,Tech,$80k–$120k,0.07
33,Other,Bachelor’s,"Communication, Data Analysis",Art,Graphic Designer,Creative,$40k–$60k,0.03
40,Male,Master’s,"Python, Management, Communication","Healthcare, Finance",Data Scientist,Tech,$90k–$140k,0.08
46,Female,High School,"Design, Communication, Data Analysis, Python","Education, Finance, Technology",Data Scientist,Tech,$90k–$140k,0.08
51,Female,Bachelor’s,"Data Analysis, Management, Design","Technology, Healthcare, Art",Graphic Designer,Creative,$40k–$60k,0.03
43,Male,Master’s,"Management, Java, Design, Python","Education, Technology",Graphic Designer,Creative,$40k–$60k,0.03
65,Other,PhD,"Management, Data Analysis, Communication",Technology,Graphic Designer,Creative,$40k–$60k,0.03
33,Other,PhD,"Python, Java",Art,Graphic Designer,Creative,$40k–$60k,0.03
37,Other,High School,"Communication, Design, Python, Data Analysis","Art, Education, Technology",Software Engineer,Tech,$80k–$120k,0.07
40,Male,High School,"Communication, Design, Java",Finance,Data Scientist,Tech,$90k–$140k,0.08
51,Female,PhD,"Python, Data Analysis, Design","Art, Finance, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
51,Other,PhD,"Design, Management, Communication","Healthcare, Technology",Software Engineer,Tech,$80k–$120k,0.07
31,Other,PhD,"Data Analysis, Java, Python, Design","Finance, Technology, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
52,Female,High School,"Python, Data Analysis, Design, Management","Healthcare, Finance",Graphic Designer,Creative,$40k–$60k,0.03
58,Other,PhD,"Java, Data Analysis","Technology, Art",Graphic Designer,Creative,$40k–$60k,0.03
26,Male,Bachelor’s,"Data Analysis, Java",Art,Software Engineer,Tech,$80k–$120k,0.07
62,Female,Master’s,"Management, Java","Technology, Art",Software Engineer,Tech,$80k–$120k,0.07
44,Female,PhD,"Design, Python, Java","Art, Healthcare",Data Scientist,Tech,$90k–$140k,0.08
64,Female,PhD,"Java, Management, Communication","Technology, Education",Data Scientist,Tech,$90k–$140k,0.08
19,Female,Master’s,"Management, Data Analysis",Education,Graphic Designer,Creative,$40k–$60k,0.03
21,Other,Bachelor’s,"Python, Java",Technology,Data Scientist,Tech,$90k–$140k,0.08
64,Other,Master’s,"Communication, Data Analysis, Design","Art, Technology, Education",Software Engineer,Tech,$80k–$120k,0.07
42,Female,PhD,"Management, Data Analysis, Communication, Python",Technology,Data Scientist,Tech,$90k–$140k,0.08
29,Other,High School,"Python, Management, Design, Data Analysis","Technology, Education, Art",Graphic Designer,Creative,$40k–$60k,0.03
29,Male,Master’s,"Java, Design, Management, Data Analysis","Finance, Art, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
32,Female,High School,"Data Analysis, Java, Management, Communication",Healthcare,Data Scientist,Tech,$90k–$140k,0.08
36,Male,Master’s,"Data Analysis, Communication, Java","Art, Finance, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
22,Female,Master’s,"Management, Communication","Art, Technology, Finance",Software Engineer,Tech,$80k–$120k,0.07
32,Male,PhD,"Communication, Java, Management, Python",Healthcare,Graphic Designer,Creative,$40k–$60k,0.03
19,Male,PhD,"Design, Python, Management, Communication",Art,Data Scientist,Tech,$90k–$140k,0.08
47,Other,High School,"Python, Management, Communication, Data Analysis","Technology, Education",Software Engineer,Tech,$80k–$120k,0.07
43,Female,PhD,"Design, Communication, Data Analysis","Healthcare, Technology",Data Scientist,Tech,$90k–$140k,0.08
18,Male,High School,"Management, Python, Java, Data Analysis",Education,Data Scientist,Tech,$90k–$140k,0.08
19,Female,PhD,"Design, Management",Finance,Graphic Designer,Creative,$40k–$60k,0.03
64,Other,Bachelor’s,"Management, Java, Data Analysis, Communication",Technology,Data Scientist,Tech,$90k–$140k,0.08
63,Other,High School,"Java, Management, Data Analysis","Art, Technology, Education",Graphic Designer,Creative,$40k–$60k,0.03
44,Female,High School,"Python, Java, Data Analysis","Finance, Education",Data Scientist,Tech,$90k–$140k,0.08
38,Male,Master’s,"Design, Communication","Technology, Education",Data Scientist,Tech,$90k–$140k,0.08
40,Other,Master’s,"Data Analysis, Java, Python","Art, Finance, Healthcare",Software Engineer,Tech,$80k–$120k,0.07
56,Male,Bachelor’s,"Python, Management","Art, Finance, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
63,Female,Bachelor’s,"Design, Java","Finance, Art",Data Scientist,Tech,$90k–$140k,0.08
25,Male,High School,"Python, Java",Art,Graphic Designer,Creative,$40k–$60k,0.03
26,Other,Master’s,"Design, Data Analysis, Management","Art, Technology",Software Engineer,Tech,$80k–$120k,0.07
24,Other,Master’s,"Communication, Python, Design","Art, Education",Graphic Designer,Creative,$40k–$60k,0.03
20,Other,Master’s,"Management, Python, Java","Art, Education",Data Scientist,Tech,$90k–$140k,0.08
56,Other,Bachelor’s,"Data Analysis, Design, Communication, Java","Technology, Finance",Software Engineer,Tech,$80k–$120k,0.07
20,Other,High School,"Python, Communication, Management","Finance, Healthcare, Art",Data Scientist,Tech,$90k–$140k,0.08
64,Male,Master’s,"Python, Data Analysis, Design, Management","Art, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
45,Male,High School,"Design, Management, Java, Python",Art,Data Scientist,Tech,$90k–$140k,0.08
19,Male,PhD,"Data Analysis, Design, Java","Art, Healthcare, Education",Data Scientist,Tech,$90k–$140k,0.08
58,Other,Master’s,"Java, Python","Finance, Technology, Art",Graphic Designer,Creative,$40k–$60k,0.03
28,Other,Bachelor’s,"Communication, Management, Java",Finance,Data Scientist,Tech,$90k–$140k,0.08
47,Male,PhD,"Communication, Data Analysis, Management, Python","Technology, Healthcare, Finance",Software Engineer,Tech,$80k–$120k,0.07
55,Male,PhD,"Management, Communication","Technology, Finance",Graphic Designer,Creative,$40k–$60k,0.03
48,Other,Master’s,"Management, Design, Communication","Healthcare, Art",Software Engineer,Tech,$80k–$120k,0.07
42,Female,Bachelor’s,"Communication, Data Analysis, Python, Java","Education, Healthcare",Data Scientist,Tech,$90k–$140k,0.08
35,Other,High School,"Design, Management, Communication, Python","Art, Healthcare, Education",Software Engineer,Tech,$80k–$120k,0.07
28,Male,PhD,"Communication, Java","Education, Technology",Graphic Designer,Creative,$40k–$60k,0.03
61,Male,High School,"Java, Communication",Technology,Software Engineer,Tech,$80k–$120k,0.07
41,Male,Master’s,"Python, Java, Communication","Education, Technology, Healthcare",Software Engineer,Tech,$80k–$120k,0.07
58,Male,Bachelor’s,"Java, Design, Communication, Data Analysis","Finance, Healthcare, Art",Graphic Designer,Creative,$40k–$60k,0.03
46,Other,High School,"Python, Management","Art, Education, Healthcare",Software Engineer,Tech,$80k–$120k,0.07
61,Female,Master’s,"Management, Communication, Design",Finance,Data Scientist,Tech,$90k–$140k,0.08
47,Female,PhD,"Design, Data Analysis, Python, Java","Art, Education",Graphic Designer,Creative,$40k–$60k,0.03
58,Male,High School,"Design, Java",Education,Software Engineer,Tech,$80k–$120k,0.07
26,Female,High School,"Data Analysis, Management, Design","Finance, Healthcare",Data Scientist,Tech,$90k–$140k,0.08
32,Male,PhD,"Communication, Python, Java",Finance,Data Scientist,Tech,$90k–$140k,0.08
24,Female,PhD,"Java, Data Analysis, Communication, Management",Technology,Software Engineer,Tech,$80k–$120k,0.07
19,Other,Bachelor’s,"Python, Management",Art,Data Scientist,Tech,$90k–$140k,0.08
38,Male,High School,"Management, Python, Java","Finance, Education",Software Engineer,Tech,$80k–$120k,0.07
53,Male,Master’s,"Data Analysis, Java, Design","Healthcare, Education",Graphic Designer,Creative,$40k–$60k,0.03
23,Male,Bachelor’s,"Data Analysis, Design, Java",Finance,Software Engineer,Tech,$80k–$120k,0.07
43,Male,High School,"Design, Communication, Data Analysis","Finance, Healthcare",Software Engineer,Tech,$80k–$120k,0.07
53,Other,Master’s,"Communication, Design, Python, Data Analysis",Finance,Software Engineer,Tech,$80k–$120k,0.07
58,Female,Master’s,"Management, Java","Education, Finance, Healthcare",Data Scientist,Tech,$90k–$140k,0.08
52,Other,PhD,"Java, Communication, Python","Healthcare, Technology",Graphic Designer,Creative,$40k–$60k,0.03
47,Male,PhD,"Communication, Python","Art, Finance",Software Engineer,Tech,$80k–$120k,0.07
21,Female,Master’s,"Python, Management",Healthcare,Software Engineer,Tech,$80k–$120k,0.07
33,Male,Bachelor’s,"Python, Java",Finance,Data Scientist,Tech,$90k–$140k,0.08
31,Male,Master’s,"Design, Management, Python","Technology, Education",Software Engineer,Tech,$80k–$120k,0.07
18,Other,Master’s,"Python, Data Analysis, Communication, Java",Art,Graphic Designer,Creative,$40k–$60k,0.03
36,Female,High School,"Java, Design",Technology,Data Scientist,Tech,$90k–$140k,0.08
24,Male,Master’s,"Python, Design","Education, Healthcare, Finance",Software Engineer,Tech,$80k–$120k,0.07
47,Male,PhD,"Java, Design, Communication","Education, Art",Software Engineer,Tech,$80k–$120k,0.07
22,Other,High School,"Communication, Java, Data Analysis","Art, Technology, Healthcare",Software Engineer,Tech,$80k–$120k,0.07
36,Female,High School,"Management, Python, Design","Finance, Art, Healthcare",Data Scientist,Tech,$90k–$140k,0.08
29,Male,Master’s,"Communication, Data Analysis, Design","Education, Art",Graphic Designer,Creative,$40k–$60k,0.03
25,Other,Bachelor’s,"Python, Design, Java, Management","Technology, Education, Finance",Graphic Designer,Creative,$40k–$60k,0.03
56,Other,High School,"Data Analysis, Python, Communication","Finance, Education, Technology",Data Scientist,Tech,$90k–$140k,0.08
52,Female,PhD,"Management, Design","Technology, Healthcare, Art",Graphic Designer,Creative,$40k–$60k,0.03
22,Female,Master’s,"Management, Data Analysis, Python","Education, Technology, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
49,Male,High School,"Management, Python, Java",Technology,Software Engineer,Tech,$80k–$120k,0.07
59,Other,Bachelor’s,"Communication, Python, Java","Art, Healthcare, Technology",Graphic Designer,Creative,$40k–$60k,0.03
62,Male,Master’s,"Design, Communication, Java","Education, Technology, Healthcare",Software Engineer,Tech,$80k–$120k,0.07
57,Female,Bachelor’s,"Communication, Management, Data Analysis, Python","Education, Healthcare, Art",Data Scientist,Tech,$90k–$140k,0.08
30,Female,Bachelor’s,"Communication, Java, Design","Healthcare, Finance, Technology",Data Scientist,Tech,$90k–$140k,0.08
20,Other,PhD,"Communication, Python, Design",Healthcare,Graphic Designer,Creative,$40k–$60k,0.03
40,Female,PhD,"Data Analysis, Java, Communication",Finance,Software Engineer,Tech,$80k–$120k,0.07
18,Male,High School,"Python, Java, Data Analysis, Design","Healthcare, Art, Education",Software Engineer,Tech,$80k–$120k,0.07
19,Female,PhD,"Java, Python, Data Analysis, Design","Finance, Technology, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
53,Female,Bachelor’s,"Python, Management, Java, Design","Technology, Education",Data Scientist,Tech,$90k–$140k,0.08
23,Male,High School,"Management, Java, Communication","Education, Art",Software Engineer,Tech,$80k–$120k,0.07
28,Male,Master’s,"Communication, Design",Healthcare,Data Scientist,Tech,$90k–$140k,0.08
54,Female,Master’s,"Management, Design, Python, Java","Education, Technology, Finance",Data Scientist,Tech,$90k–$140k,0.08
26,Female,Bachelor’s,"Data Analysis, Python","Art, Education",Graphic Designer,Creative,$40k–$60k,0.03
50,Female,Bachelor’s,"Communication, Management, Design","Art, Education, Technology",Data Scientist,Tech,$90k–$140k,0.08
59,Female,Master’s,"Python, Java, Management","Education, Finance",Graphic Designer,Creative,$40k–$60k,0.03
32,Other,High School,"Design, Communication, Python",Education,Graphic Designer,Creative,$40k–$60k,0.03
61,Male,High School,"Design, Data Analysis, Python, Management","Finance, Technology",Software Engineer,Tech,$80k–$120k,0.07
23,Male,PhD,"Data Analysis, Communication, Design","Art, Finance",Software Engineer,Tech,$80k–$120k,0.07
33,Female,High School,"Communication, Java, Design","Finance, Healthcare, Technology",Software Engineer,Tech,$80k–$120k,0.07
61,Other,Bachelor’s,"Data Analysis, Python",Healthcare,Software Engineer,Tech,$80k–$120k,0.07
19,Other,PhD,"Management, Design, Communication, Java","Art, Technology, Education",Graphic Designer,Creative,$40k–$60k,0.03
62,Other,PhD,"Communication, Management, Data Analysis, Design",Art,Graphic Designer,Creative,$40k–$60k,0.03
21,Male,High School,"Data Analysis, Python, Java, Design","Healthcare, Art, Education",Graphic Designer,Creative,$40k–$60k,0.03
47,Other,Master’s,"Data Analysis, Communication, Java, Design",Art,Software Engineer,Tech,$80k–$120k,0.07
26,Male,High School,"Python, Design, Data Analysis, Communication","Finance, Healthcare, Technology",Graphic Designer,Creative,$40k–$60k,0.03
22,Male,High School,"Python, Design, Management","Finance, Technology",Graphic Designer,Creative,$40k–$60k,0.03
34,Other,Bachelor’s,"Communication, Design, Python","Technology, Healthcare, Education",Graphic Designer,Creative,$40k–$60k,0.03
59,Female,High School,"Communication, Management, Data Analysis","Education, Healthcare",Data Scientist,Tech,$90k–$140k,0.08
48,Female,Master’s,"Python, Design, Java, Management",Art,Graphic Designer,Creative,$40k–$60k,0.03
25,Other,Master’s,"Communication, Java","Technology, Education, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
57,Male,High School,"Python, Data Analysis","Technology, Education",Data Scientist,Tech,$90k–$140k,0.08
23,Male,Master’s,"Java, Design, Data Analysis, Management",Finance,Graphic Designer,Creative,$40k–$60k,0.03
26,Other,High School,"Communication, Java","Technology, Finance",Software Engineer,Tech,$80k–$120k,0.07
46,Other,Bachelor’s,"Python, Communication, Management","Art, Education, Healthcare",Software Engineer,Tech,$80k–$120k,0.07
57,Other,PhD,"Data Analysis, Management, Python, Design",Technology,Graphic Designer,Creative,$40k–$60k,0.03
59,Other,High School,"Python, Design, Data Analysis, Communication","Art, Healthcare",Software Engineer,Tech,$80k–$120k,0.07
52,Other,Bachelor’s,"Python, Java",Art,Graphic Designer,Creative,$40k–$60k,0.03
47,Male,High School,"Design, Communication","Technology, Finance, Art",Software Engineer,Tech,$80k–$120k,0.07
57,Female,High School,"Communication, Python, Java",Finance,Graphic Designer,Creative,$40k–$60k,0.03
45,Female,PhD,"Design, Python, Communication","Healthcare, Art, Finance",Software Engineer,Tech,$80k–$120k,0.07
18,Male,Bachelor’s,"Design, Communication, Data Analysis, Java","Art, Technology, Finance",Data Scientist,Tech,$90k–$140k,0.08
49,Female,Bachelor’s,"Data Analysis, Design, Python","Art, Finance, Technology",Software Engineer,Tech,$80k–$120k,0.07
